"logFC","AveExpr","t","P.Value","adj.P.Val","B","ProbeID"
5.941144575,5.31100002321429,3.07646073335292,0.00326158461000997,0.999537311363859,-4.58436491011655,"ILMN_1843361"
-5.73890194777778,-1.86755523571429,-3.07433720728374,0.00328141918290407,0.999537311363859,-4.58437933496923,"ILMN_1690253"
-4.37159449769444,3.18602177851786,-3.07257830884857,0.00329793339462493,0.999537311363859,-4.58439127982763,"ILMN_2058369"
-6.34598699238889,2.71444143803571,-3.0703667051022,0.00331880840311425,0.999537311363859,-4.58440629502952,"ILMN_1831543"
-4.15780382861111,-4.99833226017857,-3.06860808160677,0.00333549596303532,0.999537311363859,-4.58441823161484,"ILMN_2120636"
-4.63780339138889,1.35643861232143,-3.06707580326819,0.00335009969639325,0.999537311363859,-4.5844286295722,"ILMN_2123182"
-6.96758161333333,9.15950032857143,-3.06521569035564,0.00336790830780506,0.999537311363859,-4.58444124928978,"ILMN_2129668"
4.31692912333333,-2.56642050714286,3.06276705592508,0.00339148641289642,0.999537311363859,-4.58445785689227,"ILMN_1848502"
-6.73199299777778,5.56611653928571,-3.05622132034366,0.0034552759792518,0.999537311363859,-4.58450222537509,"ILMN_1665207"
-5.37345638166667,5.34919672678571,-3.05614523502331,0.00345602399948572,0.999537311363859,-4.58450274086461,"ILMN_1825996"
32.5425170277778,52.4789209821429,3.05496302142549,0.00346766620703209,0.999537311363859,-4.5845107498472,"ILMN_1671158"
-4.52321788472222,-0.0269332041071428,-3.05471120654612,0.00347015076273359,0.999537311363859,-4.58451245561515,"ILMN_1864977"
4.2947857575,3.39213199875,3.04497154018722,0.0035675349597167,0.999537311363859,-4.5845783855998,"ILMN_2137312"
4.902694846,0.52395407,3.04489433931165,0.00356831697331124,0.999537311363859,-4.58457890783428,"ILMN_1681463"
-4.19199453555555,3.485891465,-3.04000682080315,0.00361815290661669,0.999537311363859,-4.58461195859563,"ILMN_2198594"
-5.146184135,4.15859881964286,-3.03086654197064,0.00371310194453709,0.999537311363859,-4.58467370700082,"ILMN_1871966"
-5.09858556327778,2.91790553732143,-3.03025561191372,0.00371953052316259,0.999537311363859,-4.58467783138886,"ILMN_1883676"
7.89585221111111,17.4140216071429,3.02907680591135,0.00373196402341143,0.999537311363859,-4.58468578849973,"ILMN_1688480"
-4.07670221388889,-8.8245518625,-3.02678391856055,0.0037562595718503,0.999537311363859,-4.58470126201647,"ILMN_1796756"
6.34582662322222,8.24969545392857,3.02554032999652,0.00376949838636593,0.999537311363859,-4.5847096522508,"ILMN_1898235"
5.12221617111111,-2.35179469285714,3.02490038306302,0.00377632800441658,0.999537311363859,-4.58471396926249,"ILMN_1827107"
5.657024705,4.59103684107143,3.02398569941219,0.00378610971521302,0.999537311363859,-4.5847201389358,"ILMN_1663813"
-5.87315310722222,-1.48944111392857,-3.02088119989691,0.00381948617586932,0.999537311363859,-4.58474107323962,"ILMN_1658376"
9.07315913166666,6.83387589392857,3.01848687392306,0.0038454149290445,0.999537311363859,-4.58475721235436,"ILMN_1838667"
-4.58249215888889,-3.66974170357143,-3.01556797158045,0.00387724664777254,0.999537311363859,-4.5847768799269,"ILMN_1722154"
5.03547957155556,-2.72732999428571,3.01272471813456,0.00390848964868463,0.999537311363859,-4.58479602985045,"ILMN_1874815"
5.43802163888889,5.31881637142857,3.0064256868722,0.00397854486203133,0.999537311363859,-4.58483842721461,"ILMN_1718094"
